6338,3643
8091,11723
9780,14126
6506,9643
7005,4106
542,12217
353,2896
9091,10117
6648,1590
3601,3714
6962,15521
6061,5994
909,10698
355,2942
1812,5776
210,8445
1648,13481
2543,4534
4391,3052
2221,4483
8797,13053
8809,12124
2998,13974
446,12105
7120,11384
8634,14752
5604,8909
3842,9411
4769,11491
8324,7356
3682,5746
8067,6010
4118,2112
2285,10510
3880,6670
7618,7315
710,258
7473,15070
3624,8370
9445,5518
7168,14434
1826,6963
7526,7726
4518,12030
3945,15366
4631,11907
8010,9798
5018,8411
5475,8098
1249,4858
9079,10241
7238,14614
3518,7570
6546,13340
5066,12774
5997,3484
6864,9485
3830,8596
4735,14889
5950,5358
6833,1504
9119,12299
5542,10259
2094,1651
9874,11643
1823,4571
5763,2499
3149,12584
855,7563
8319,2043
7018,10302
4091,9310
5911,6534
7170,6909
1640,12219
3242,8052
7810,3297
8046,1884
7137,10933
9537,13162
4016,1030
2866,8704
8869,2860
8759,1002
7700,7074
6243,1796
1941,8360
8106,5318
277,14123
7223,1258
722,8323
1404,49
6697,11011
3717,10947
9748,5653
6842,1566
9517,7218
8436,13531
1881,2832
3665,6061
994,9950
4671,6744
5560,12504
2213,10926
4940,7134
8574,5544
2812,897
9040,11201
3966,6174
6536,10312
633,4494
9320,7054
2840,4608
8616,10873
8498,5899
215,8118
6478,5611
2475,11276
3294,12133
5061,9531
1673,7390
9932,2333
979,11897
318,12188
6411,7772
1046,5013
4382,3958
3217,8880
9461,12547
531,6819
5553,15066
7207,509
1078,15848
3122,12026
6864,9969
6379,14650
943,6763
3783,8510
3716,7288
725,15171
8834,13553
7327,1742
628,2406
7677,7224
7606,10956
7231,5417
8055,6618
7791,16371
8952,14713
2706,13437
5937,11622
2835,3459
2260,9378
524,11101
8834,11459
381,6851
2494,4886
1024,9172
4444,13480
4492,8044
5948,1608
1254,3218
1782,5589
7700,14913
8304,11644
6088,5560
2475,1611
9625,7235
306,10060
3966,3275
5277,622
8112,8441
1140,9505
3366,13833
2224,1211
9510,14078
1718,2571
7488,4827
9532,11393
1996,795
2911,7776
7479,14163
4556,4245
3054,7330
8663,3067
3461,14070
7258,14164
9485,14021
1248,12421
8860,7553
1729,10250
7417,15914
8725,13744
4391,9281
3465,12499
3460,5739
3196,9076
4268,3963
1862,10779
3866,9810
6918,16166
7500,1804
4210,760
2496,744
2451,5697
5484,8805
9449,14899
2560,1668
5653,11997
9132,670
5322,1280
6220,2430
1070,1545
