12212,44186
53226,23355
30076,54603
44602,31697
8193,63678
20826,5328
56522,19491
43664,14152
24612,10925
41592,51581
55836,25579
12884,59518
31836,58377
33235,9528
57533,5242
46556,38720
40366,14910
51350,63355
32918,7377
46900,25698
55774,40916
13874,15345
5132,44377
15091,30770
29477,53870
4775,7364
13615,10166
43213,22739
8420,56113
1144,31102
21494,55600
50244,34333
19404,39267
30236,13736
11318,61248
51238,23113
51680,58921
26121,7102
14833,26920
38010,6163
54157,22709
9349,42963
3222,39881
23819,41625
24618,13722
12470,63419
14362,37134
32187,32539
38225,53299
16712,15110
12950,29532
46148,3970
46841,49977
10662,55817
41712,39581
55772,52897
32336,3965
32155,49970
12292,25590
48270,45101
44938,4396
28840,6236
43594,5411
52562,36506
4135,65074
37749,40888
57537,40019
20748,34818
7203,5918
46897,31011
43058,37107
40330,50288
44942,63363
11169,57691
53249,52870
42478,57177
9136,37728
23020,59678
23672,15510
12648,35209
55593,40480
13890,23337
16390,16348
14620,44316
29582,49856
4866,38353
41904,57844
49994,14105
20247,49704
47282,21403
34142,19384
48899,8654
19923,47136
11618,34290
53912,63952
23256,35984
54409,58342
20294,474
11253,62650
19920,10621
43679,56234
46278,40953
31128,35362
22877,13707
22402,7964
18300,3070
36871,32819
32440,35563
16406,33446
1176,21510
33860,58517
5836,1822
38270,13017
4779,12693
38156,11949
55140,15406
34978,55469
24806,48027
4841,739
51416,55949
41423,54888
50012,7864
5475,52555
27842,19915
54831,5202
24884,17358
45793,1661
17146,59270
55404,63158
7974,4990
26346,1288
25570,1821
38998,64845
17132,6381
13928,385
23038,14190
49781,2454
1605,41221
56868,1148
4026,32993
8548,17505
54960,62363
5030,39457
36800,50672
55858,57097
32935,15920
4094,28401
15824,52315
7483,39812
48381,39000
36451,39938
29027,53902
531,13235
15313,872
24558,30555
32934,22865
35221,45374
14963,49512
44204,57152
40837,1177
12686,56738
39506,20147
1900,7554
47008,56990
24808,41283
3150,23873
15040,25788
53870,8210
28859,65056
19390,35665
20358,7009
25244,18401
8370,31354
48532,64429
26510,24673
49156,60846
4383,17550
14912,36341
24706,20977
27982,61750
15226,43856
25363,65075
1732,28507
20655,23218
38577,12140
8017,32929
29587,41824
29597,46676
47082,29181
17477,5611
12134,61486
10175,44670
9478,1173
19374,19297
41525,10976
54737,56440
55450,35179
2168,53920
18715,6829
27902,26708
35248,4917
52021,49252
14822,16826
29476,5217
14018,50020
36459,55990
36798,7161
28491,53117
37942,11750
27302,44621
27496,52034
1122,36283
14910,51355
1749,48459
47130,21651
49590,30347
10958,23774
41710,16741
51620,62090
1035,24206
25894,15261
3230,11693
14377,64074
57472,30443
16530,40008
47022,40026
7844,47472
9323,18574
32962,42925
53180,16757
49135,12397
23078,25592
39758,2974
32765,9577
5876,44873
43382,63678
17347,5514
25545,53172
48854,26118
48002,34011
39456,64113
38573,30814
22145,24606
22387,36971
10999,16958
21199,30
22618,42731
8073,29400
272,63416
33253,44979
16045,41814
52720,21094
52782,15556
36118,48476
56647,33312
50771,34013
35738,36177
37441,42450
23254,14275
26356,26410
27941,11494
32612,25176
12368,43707
44656,14726
49710,34562
1124,54772
47528,14476
152,58022
34334,62401
37900,43149
11704,27862
42154,16357
3140,37009
50106,47744
31829,30550
38735,43950
19004,21941
7182,53149
25106,33072
10606,48531
40,1565
41684,16593
54696,32198
16438,15478
3752,9657
1418,29181
22779,56396
33075,59178
5372,36806
48626,22453
43400,37788
53328,18452
168,49456
18956,11697
20196,6168
13258,23812
53698,56077
6316,43966
20642,62097
14224,16206
1738,17643
20729,29262
32711,17934
26474,16212
21613,154
54515,6499
27622,15258
5313,57702
6034,41220
40146,44106
21899,41838
6718,47514
32442,15450
14240,10673
35349,24835
40295,30616
15900,47801
13954,7835
44777,28561
31830,20521
57384,59164
25350,26211
22053,32856
30678,50780
15961,51460
27446,62738
50742,19981
49285,4315
52454,11256
16313,19108
16384,46867
41153,54998
9790,57905
52516,34765
298,38144
47171,48688
52788,26593
52822,32593
3838,7091
33256,54220
14856,48704
50019,55988
10374,42091
51450,64017
12918,13517
43208,27364
51981,35360
1782,12973
33433,29192
56647,31702
6693,45363
41263,25715
52008,20187
14379,23640
26916,22922
46056,9000
7161,37480
45676,3117
29117,3808
42944,31640
52840,45600
56635,13568
26880,45896
8366,56308
25388,2128
34100,24932
35796,63969
8232,28200
47071,14872
24388,19168
8084,56595
7612,22076
9967,19644
49678,12661
23549,11428
6177,39188
54328,60929
52073,960
47758,35400
3528,8339
28672,22009
49097,58924
34346,64184
3528,37386
3808,4946
52204,45739
378,16165
10442,42733
42566,54446
23191,52286
1619,30486
26733,3566
1960,4361
24973,32222
26268,53222
6418,42633
39509,51883
32276,181
31390,2074
27210,48228
44720,9852
15064,58401
31594,39222
55682,37570
39794,1313
19110,61451
1430,53595
26896,50512
18474,3146
20591,27718
48454,21675
55442,8312
770,19025
54518,37240
43664,33376
26699,39795
7487,35155
13460,8723
43681,30347
46536,4109
46167,18764
53510,21585
10374,52963
32872,13424
37706,24626
17886,38035
25499,7728
27687,18180
46670,16352
3314,39096
55463,32170
2024,16962
36262,6189
42953,11299
43701,15888
24240,7538
27929,40344
48080,12954
16132,8792
37914,21542
21116,49766
14036,1312
40422,20106
22578,46528
13199,56280
45470,11080
6504,11801
32621,45454
7499,41931
54213,22617
33730,4945
28091,27466
15524,16641
41354,40438
43314,18229
4540,39122
8643,53286
54543,1968
46046,16501
35008,18744
43806,5859
56423,37150
35636,65110
43622,32345
50404,2110
4004,28939
51629,41562
54200,27643
27810,15523
45958,26453
44842,52205
47349,60747
11443,25806
9720,53620
57491,23435
40761,39520
2091,1918
16848,58731
41310,29936
29326,32523
24190,33034
17200,50488
3425,12266
48195,29627
53917,54123
6973,2988
50339,62438
33156,51224
9998,22982
34758,8396
2342,50963
2185,14762
35177,49670
24616,9464
2026,16203
37850,16780
26308,21964
48756,1586
692,22070
56179,17168
37454,65075
9910,43514
36907,5307
15362,4578
21029,15781
19474,3744
2698,8904
35204,21665
32794,13086
50360,34618
11824,47755
39711,40608
35044,11584
36998,21640
34886,39291
38466,47264
17532,114
39764,13824
47166,18760
31370,31488
43694,43309
53872,64529
9710,60048
796,54099
46075,46262
34722,12472
1288,6266
12850,44337
29744,49786
37199,11723
37164,19084
48752,49708
2666,56513
33938,27824
22727,6195
24598,27328
19598,63163
50921,25394
17664,54513
50644,13974
34304,45328
1160,13786
1839,32568
46718,35909
914,39394
29535,57906
1982,9464
808,18996
31126,21305
49522,29331
29940,36492
54556,37211
37133,36336
12606,40570
57577,22000
26912,2614
3084,34930
44688,17348
25522,23633
3850,10297
43697,42802
34752,35288
22497,51153
6534,41332
728,19417
36186,43588
38864,15206
21840,27434
56106,47002
17227,27720
53182,17234
56532,20049
8602,16212
13520,36187
26593,32820
23143,29801
28824,3749
48974,31569
4526,26502
9075,21505
12212,17611
14144,13356
24142,54388
14699,23966
5034,64061
32470,16856
32286,56174
47530,60646
48657,61848
17226,37267
49273,27822
5856,27659
28482,58292
2026,21009
24062,48393
48756,6392
6598,53933
3275,63521
53775,35841
12225,30274
10684,51878
24206,32307
6814,39413
15260,2691
13721,55667
15930,12285
15305,18649
42783,48258
14490,41885
4186,25656
46621,42691
32949,53643
13188,45755
52284,56404
24905,9835
50003,43509
35338,15332
27370,12459
22823,46576
19966,53493
1868,801
26944,62043
3124,35402
33534,53515
27242,46424
19864,46800
57054,50093
2472,5611
31247,11758
11308,23755
29668,36288
35302,58685
17572,33716
18686,10547
36011,44098
24151,2398
20948,24920
20896,53777
52039,33568
56823,5056
54900,29776
11338,35648
56731,11883
2001,58835
46841,7537
29874,20299
37247,13163
55086,44461
29946,57328
3457,28987
56300,54707
2141,18464
52218,26336
32952,43337
9272,34426
29541,53078
38094,4145
57413,3020
25188,54981
54177,36736
39868,25345
8479,6682
8212,50661
38674,22921
48815,28798
55306,37230
24235,17156
23918,27837
54783,2022
48024,50900
11632,48553
35936,22582
16334,50968
2172,46043
21337,15404
588,57397
11780,25793
51558,20032
22082,38189
43683,10934
1067,27072
6942,4269
5494,21900
9721,33656
12684,21473
43498,40201
42239,36628
55871,28529
50707,31910
10531,36090
43902,61195
52450,60213
10125,28986
3400,53339
34984,20041
43823,44872
21477,17262
39804,26649
31645,27214
158,28365
34762,33965
19751,8561
5250,8334
22744,17720
18894,36459
57482,54811
56339,59492
24340,58805
46709,17166
30276,10614
2888,5808
16654,48448
46238,50792
27261,13939
12854,25425
49345,8560
8954,10866
21935,37738
9906,65435
27508,13816
42915,36968
44587,43928
55118,49960
53956,20656
32478,63028
11410,42451
11818,34140
30903,55220
2934,5402
44459,29598
23151,63491
32534,5216
37994,61203
24166,11269
7738,46940
34871,19174
45084,64332
37178,62337
30518,45960
29473,24411
26402,11589
3556,56080
27084,30642
17748,29888
44397,54734
10025,14768
31755,27328
31280,28001
38374,24456
31458,3952
23132,42688
8974,22421
38996,29872
11550,8846
9622,29058
18773,47028
32484,14147
11607,44843
15457,13272
38523,2298
21783,59574
16276,39204
10053,22828
57536,15396
10038,4800
10448,32025
17405,46114
12298,45865
3372,1440
28500,14577
32115,54816
55392,25595
32696,18352
29249,28436
15082,14499
11556,25256
35957,44480
54691,29870
27706,16409
41130,48732
3400,44963
42720,31908
30864,65040
55273,2676
9198,30019
38945,29883
11530,52301
30758,44642
25286,52374
31594,38498
57746,32710
19016,10518
3178,49438
5428,54352
41208,37661
43106,31570
56606,23352
32078,11900
26927,29072
22253,44166
19695,19851
32734,4068
17106,50934
31061,48184
38336,40513
426,50140
33516,37288
46330,16691
11915,49459
9459,63136
25724,48412
14767,8206
39420,22016
5021,13438
34595,27115
31570,23336
23229,8581
55438,10798
54390,54966
31112,57921
5119,19608
777,4704
17813,23792
38415,19464
57176,25925
13240,52524
28634,5262
14876,15696
35766,36910
44815,27808
53017,53708
36197,3885
30526,8024
45436,13374
38077,51899
55362,10961
54274,26683
2807,43994
25238,45112
19384,7665
17729,4092
41262,27293
28329,50642
56916,14859
38586,30084
3151,60019
24341,27568
18490,55683
28130,59100
43374,25857
23240,14755
31648,28480
23249,52216
39175,40278
23865,31022
8161,1490
49652,9106
7150,56837
52650,25025
10668,19801
31680,49114
42164,39115
34772,5850
43401,33315
5812,58798
32234,24790
47042,7232
19886,51044
27879,55667
6794,38893
5398,8419
46236,44517
14070,2777
6798,52598
28610,44811
14888,8859
37542,27954
55158,43187
47257,41536
16386,47157
9597,15848
36388,55107
27826,22448
35238,23908
1906,51190
31927,36539
24704,27404
25375,63264
35120,64977
41524,64395
37378,39981
8737,55556
35994,35181
4040,56868
5805,11560
12434,55419
20966,60320
14296,1376
36057,61544
27530,56987
40766,55304
38019,36752
30179,55756
25562,25341
9696,38084
23674,29868
40767,45326
55156,15541
21464,44732
20675,27310
36580,25075
18562,16443
28986,36938
36668,43389
15780,5252
68,41093
52294,614
15594,6782
23967,30120
42584,14171
35302,27841
32436,18457
47321,44688
28576,25928
51710,42442
36422,56165
8010,48380
52136,2657
41616,59042
49362,50956
52311,7384
22713,13278
54936,49136
48578,21046
51880,8329
55152,11985
28414,17649
55710,39862
45937,39107
56947,14814
56137,2931
23367,45000
50867,998
54674,13114
7269,4961
16650,40921
10643,35689
35658,47259
35289,61914
6956,29347
3,62144
35346,45452
23983,10974
16072,8635
8542,27865
11935,23934
8582,1600
46268,51140
52839,32736
55666,29360
42744,4603
35258,36937
50005,60982
2911,63833
24480,21579
44744,37635
18083,22608
37634,9718
31440,40877
23134,5929
49189,38704
19801,52544
32487,3654
42274,27470
55343,43609
54437,18432
25083,2809
24991,22468
497,12852
18750,60197
4895,35235
57620,33350
22857,46187
10054,12262
25950,14445
6102,43556
39566,64688
44910,64126
46336,6520
28517,53940
14814,21448
17956,13734
8087,52144
24027,36132
45213,54486
9103,15608
53525,37921
14878,65005
43726,40109
45156,28288
8184,65259
3467,42564
28990,64898
22550,57155
15004,7208
41686,56323
42398,19376
51370,30965
12152,47680
26146,27165
3031,42384
56586,24741
44676,64430
32032,53947
32534,55097
7877,47961
42896,32835
10436,20419
12666,19793
2116,16340
46850,63091
21436,1073
54870,46906
16030,40384
54420,28950
50348,49562
47933,56824
8888,59726
2894,32822
33223,28904
31084,36064
6931,55034
38832,59350
7111,24642
4255,9530
10654,8604
39601,39152
17843,23790
44872,37523
46830,38653
9566,36377
38414,11481
32095,44446
46386,34475
13694,23244
51822,7838
40033,35776
54328,58758
20735,35526
57021,11059
14418,3273
3712,57024
50,56566
7594,40452
19294,36608
24564,27961
51628,3808
3712,37776
57328,5325
8474,45160
1435,3123
19611,2515
27959,46734
33900,51346
13695,64944
36450,55798
48956,20304
5358,59730
53750,38523
28688,33553
51252,21429
43694,3902
32481,7864
57742,56054
4748,18861
9020,8860
55514,26955
20812,62699
42061,20275
11318,58353
29360,13422
52330,1986
24858,34450
30027,58208
27304,3089
29411,49574
54058,49606
40758,8459
335,45973
57442,54257
49772,6718
19906,40905
22177,40280
4980,1841
8478,30161
55750,9677
18542,63145
18166,41920
28313,63827
8790,6304
48783,44296
57766,7779
26212,14124
40897,21076
2688,59683
53906,19414
52448,36357
23004,23470
26653,27830
42390,12987
54572,37934
19218,27672
55966,30620
263,53425
44656,5602
54213,13680
3590,55290
10392,31369
40804,5020
43790,25086
10510,99
23746,50875
11958,46204
25208,5758
4449,5184
39056,63514
12478,18132
38305,35242
54398,62105
5314,4696
51936,11457
9396,987
39366,60707
29368,13259
6200,60897
53686,49976
38832,60773
31187,56833
32571,6952
