89,59
110,2
42,2
82,38
57,112
36,89
71,56
83,30
6,57
114,8
75,26
26,124
44,20
58,104
50,100
84,13
92,115
50,109
6,84
80,122
62,83
30,112
45,30
122,115
122,124
114,120
84,116
38,9
78,45
12,109
72,123
38,18
78,54
98,32
78,72
17,53
1,99
100,69
36,75
92,74
48,49
9,67
63,56
112,70
10,22
44,33
10,40
22,5
30,107
30,116
34,25
74,61
26,2
12,104
66,84
119,59
65,88
90,41
92,69
6,38
115,43
48,53
60,18
92,78
121,123
41,14
33,10
58,94
44,19
110,104
19,102
45,11
8,120
78,17
22,27
86,30
97,30
84,97
84,106
78,53
17,34
88,85
82,14
22,121
17,52
6,24
50,67
6,42
80,89
104,56
105,21
0,93
12,58
89,3
24,32
122,109
53,86
44,117
67,30
96,66
44,126
72,108
64,104
53,104
72,117
1,75
119,67
6,10
92,50
76,96
80,75
44,0
116,16
50,80
44,9
82,112
105,25
18,118
122,77
122,86
84,69
66,42
0,106
4,76
17,6
13,54
107,70
118,70
76,64
22,93
25,126
36,37
17,33
92,45
86,123
55,126
74,5
25,0
0,65
62,58
0,74
66,19
60,97
24,22
20,70
31,70
55,0
41,102
44,107
118,56
41,120
52,120
47,14
118,65
17,10
64,94
100,44
65,86
77,51
97,118
78,114
110,66
42,57
105,6
8,64
122,49
84,59
41,88
66,32
1,51
17,14
45,94
2,123
48,1
9,19
80,33
6,4
80,51
78,118
47,112
42,43
98,96
82,88
0,46
108,6
122,53
66,0
60,69
0,73
66,18
1,19
99,24
4,61
36,4
44,106
10,104
77,32
80,37
26,66
42,29
26,75
26,84
59,118
17,112
82,110
10,72
87,54
105,99
44,92
57,22
25,88
88,37
38,27
45,75
57,40
9,0
22,82
56,84
74,120
78,81
50,10
22,91
58,32
78,99
86,112
42,33
110,60
82,78
102,56
17,116
75,48
122,43
6,88
4,33
56,34
45,43
74,88
76,30
38,13
89,67
92,11
78,76
113,43
74,124
98,54
7,43
0,13
122,11
83,38
47,115
0,40
87,8
48,89
17,120
23,14
48,98
4,28
56,29
116,80
105,89
116,98
74,92
86,75
26,42
1,107
86,93
26,51
50,18
17,70
78,89
110,32
55,96
119,99
18,56
112,78
6,69
80,107
115,83
42,117
56,33
25,64
3,27
56,42
45,51
121,19
66,92
109,72
78,75
36,69
78,84
107,120
63,32
118,120
100,90
36,96
48,61
100,99
17,92
114,6
9,88
17,101
77,115
72,18
105,52
50,116
6,91
39,88
64,32
105,70
0,115
122,113
0,124
97,38
78,34
114,118
22,44
35,72
13,72
32,85
113,19
86,65
78,61
96,97
64,126
96,115
96,124
30,11
92,81
48,65
115,64
105,29
64,0
112,86
34,5
42,107
30,114
10,56
25,54
45,32
86,33
122,117
74,77
3,35
4,98
118,83
36,50
78,65
56,117
118,110
36,68
65,104
0,2
40,38
91,22
112,54
6,45
75,14
116,24
112,72
62,53
42,93
72,17
56,0
108,38
56,9
56,18
8,118
66,50
51,70
4,93
78,51
87,118
63,8
100,57
118,105
48,28
40,24
48,37
57,104
33,3
44,12
62,57
116,46
56,4
51,38
122,89
74,49
86,14
75,112
66,54
86,32
84,99
33,124
78,37
17,27
99,78
92,48
36,58
1,91
76,94
92,57
9,59
6,35
115,40
92,75
113,107
38,113
105,14
62,43
7,107
81,56
110,92
91,88
10,14
42,83
0,77
122,75
0,86
12,51
84,67
0,113
118,50
47,26
72,110
56,93
92,43
81,24
112,48
52,6
50,73
33,2
69,86
42,69
30,76
116,27
105,27
48,121
110,105
30,94
14,6
66,44
12,73
13,38
13,56
33,123
72,105
100,33
56,97
46,62
3,91
76,75
45,115
18,70
42,37
38,85
50,59
8,62
66,3
12,32
110,100
122,65
48,125
74,34
122,83
72,64
89,4
12,68
59,0
116,116
105,116
116,125
72,100
45,83
56,92
58,22
22,99
92,33
26,60
6,2
92,42
92,51
98,94
80,58
62,19
7,83
110,68
30,57
30,75
103,56
105,93
4,50
78,8
1,35
65,38
100,5
34,69
72,86
47,20
97,88
25,118
86,97
50,40
42,36
90,85
48,88
122,37
63,86
122,46
74,6
40,102
72,45
48,124
118,21
62,117
116,106
72,81
57,38
116,124
56,82
92,14
100,27
57,56
66,123
38,52
50,26
62,9
89,124
100,121
0,43
8,56
60,57
4,4
40,88
0,52
112,104
60,66
0,61
12,26
72,40
105,74
44,67
72,49
96,25
118,43
116,110
66,91
86,96
97,96
110,26
78,92
0,11
110,44
122,9
0,20
110,53
62,13
36,122
100,125
30,51
6,81
63,94
53,22
44,53
6,99
72,44
96,11
10,78
96,29
12,124
120,75
80,11
66,122
30,10
67,96
100,93
30,19
60,29
0,33
40,78
114,27
72,21
81,88
4,21
118,6
42,124
105,73
25,62
116,91
57,14
38,10
66,99
78,64
7,22
14,70
96,109
26,44
36,76
30,14
36,94
92,93
30,32
48,77
41,38
52,38
12,2
44,34
60,60
84,27
44,43
41,56
118,1
62,97
44,61
56,35
22,33
56,44
65,22
14,38
38,5
74,98
18,8

fold along y=63
fold along x=61
fold along y=31
fold along y=15
fold along y=7
